time | phase | epoch | batch | work | done | ETA | loss | card@1 | zone | tile | timing
02:48:00 | 4.4.1 | 1/11 | 1675/5425 |   2.81% | 857,600/30,550,828 | 3h59m | 4.672 | — | — | — | —
02:48:06 | 4.4.1 | 1/11 | 1700/5425 |   2.85% | 870,400/30,550,828 | 3h59m | 4.305 | — | — | — | —
02:48:13 | 4.4.1 | 1/11 | 1725/5425 |   2.89% | 883,200/30,550,828 | 3h59m | 4.868 | — | — | — | —
02:48:19 | 4.4.1 | 1/11 | 1750/5425 |   2.93% | 896,000/30,550,828 | 3h59m | 5.032 | — | — | — | —
02:48:25 | 4.4.1 | 1/11 | 1775/5425 |   2.97% | 908,800/30,550,828 | 3h59m | 4.883 | — | — | — | —
02:48:32 | 4.4.1 | 1/11 | 1800/5425 |   3.02% | 921,600/30,550,828 | 3h59m | 5.364 | — | — | — | —
02:48:38 | 4.4.1 | 1/11 | 1825/5425 |   3.06% | 934,400/30,550,828 | 3h59m | 4.798 | — | — | — | —
02:48:44 | 4.4.1 | 1/11 | 1850/5425 |   3.10% | 947,200/30,550,828 | 3h59m | 4.516 | — | — | — | —
02:48:51 | 4.4.1 | 1/11 | 1875/5425 |   3.14% | 960,000/30,550,828 | 3h59m | 4.701 | — | — | — | —
02:48:57 | 4.4.1 | 1/11 | 1900/5425 |   3.18% | 972,800/30,550,828 | 3h59m | 5.126 | — | — | — | —
02:49:03 | 4.4.1 | 1/11 | 1925/5425 |   3.23% | 985,600/30,550,828 | 3h59m | 4.686 | — | — | — | —
02:49:10 | 4.4.1 | 1/11 | 1950/5425 |   3.27% | 998,400/30,550,828 | 3h59m | 4.878 | — | — | — | —
02:49:17 | 4.4.1 | 1/11 | 1975/5425 |   3.31% | 1,011,200/30,550,828 | 3h59m | 4.942 | — | — | — | —
02:49:23 | 4.4.1 | 1/11 | 2000/5425 |   3.35% | 1,024,000/30,550,828 | 3h59m | 4.780 | — | — | — | —
02:49:30 | 4.4.1 | 1/11 | 2025/5425 |   3.39% | 1,036,800/30,550,828 | 3h59m | 5.157 | — | — | — | —
02:49:36 | 4.4.1 | 1/11 | 2050/5425 |   3.44% | 1,049,600/30,550,828 | 3h59m | 4.819 | — | — | — | —
02:49:43 | 4.4.1 | 1/11 | 2075/5425 |   3.48% | 1,062,400/30,550,828 | 3h59m | 4.540 | — | — | — | —
02:49:49 | 4.4.1 | 1/11 | 2100/5425 |   3.52% | 1,075,200/30,550,828 | 3h59m | 4.713 | — | — | — | —
02:49:55 | 4.4.1 | 1/11 | 2125/5425 |   3.56% | 1,088,000/30,550,828 | 3h59m | 4.832 | — | — | — | —
02:50:02 | 4.4.1 | 1/11 | 2150/5425 |   3.60% | 1,100,800/30,550,828 | 3h59m | 4.502 | — | — | — | —
02:50:08 | 4.4.1 | 1/11 | 2175/5425 |   3.64% | 1,113,600/30,550,828 | 3h59m | 4.669 | — | — | — | —
02:50:14 | 4.4.1 | 1/11 | 2200/5425 |   3.69% | 1,126,400/30,550,828 | 3h59m | 4.879 | — | — | — | —
02:50:20 | 4.4.1 | 1/11 | 2225/5425 |   3.73% | 1,139,200/30,550,828 | 3h59m | 4.644 | — | — | — | —
02:50:26 | 4.4.1 | 1/11 | 2250/5425 |   3.77% | 1,152,000/30,550,828 | 3h58m | 4.773 | — | — | — | —
02:50:32 | 4.4.1 | 1/11 | 2275/5425 |   3.81% | 1,164,800/30,550,828 | 3h58m | 5.006 | — | — | — | —
02:50:38 | 4.4.1 | 1/11 | 2300/5425 |   3.85% | 1,177,600/30,550,828 | 3h58m | 4.550 | — | — | — | —
02:50:44 | 4.4.1 | 1/11 | 2325/5425 |   3.90% | 1,190,400/30,550,828 | 3h58m | 4.694 | — | — | — | —
02:50:50 | 4.4.1 | 1/11 | 2350/5425 |   3.94% | 1,203,200/30,550,828 | 3h58m | 5.041 | — | — | — | —
